objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,landslide_category,landslide_trigger,storm_name,comments,method,image_type,sat_date_before,sat_date_after,country_name,country_code,citation,latitude,longitude
29274,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26408,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9879682999999773,29.36146175400006
29325,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26477,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9937881749999633,29.38676636200006
29365,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26467,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0467449379999607,29.378688167000064
29427,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26491,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1016862359999777,29.34998747800006
29612,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26492,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.103439099999946,29.34969733400004
29647,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26548,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7377273159999618,29.308934042000033
29733,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26440,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0229043329999286,29.40159047700007
29814,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26480,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0158432439999387,29.363729180000064
29981,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26532,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7205133789999536,29.292890450000073
30154,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26493,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.099231412999927,29.34828009200004
30157,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26522,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0859510619999355,29.32958394900004
30190,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26436,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.022125340999935,29.397866881000027
30201,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26405,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.988161421999962,29.36512110800004
30402,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26541,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7372674789999678,29.31233456900003
30503,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26470,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.977885108999942,29.403206520000026
30572,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26553,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7462177029999566,29.296587498000065
30592,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26530,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7229257919999554,29.303519478000055
30634,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26519,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0946489879999604,29.33545988800006
30826,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26494,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0985239459999434,29.347305918000075
30846,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26486,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.020375114999979,29.369247544000075
30931,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26552,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.744340235999971,29.312854068000036
30932,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26512,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1009184309999682,29.332166880000045
31010,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26542,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7385935849999328,29.30748821000003
31073,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26459,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0156425529999638,29.382669285000077
31127,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26517,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0953458889999297,29.33564074800006
31139,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26454,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.012764526999945,29.39000053500007
31288,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26432,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0256941569999753,29.39673011600007
31328,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26451,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.012624414999948,29.38946657500003
31617,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26404,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9822775229999365,29.36581902200004
31643,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26406,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9879542439999796,29.361473980000028
31668,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26483,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0208643939999433,29.359176458000036
31695,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26546,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7439988749999316,29.300432967000063
31732,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26434,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0229067879999434,29.397202959000026
31936,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26425,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0277576039999303,29.40528635100003
32010,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26515,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0964601949999633,29.33575174400005
32068,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26472,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9786813689999576,29.403600398000037
32162,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26543,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7405739979999453,29.304934932000037
32414,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26475,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9958022499999402,29.38786894200007
32524,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26511,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0998607369999718,29.331481927000027
32578,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26495,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1078997019999406,29.338285967000047
