objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,landslide_category,landslide_trigger,storm_name,comments,method,image_type,sat_date_before,sat_date_after,country_name,country_code,citation,latitude,longitude
32628,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26428,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0251571659999286,29.410701027000073
32634,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26521,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.086746603999927,29.329061696000053
32640,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26533,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7189758089999714,29.29405305800003
32670,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26536,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7271689479999282,29.292496828000026
32678,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26518,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.094955238999944,29.335563877000027
32900,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26528,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7224680149999472,29.291103252000028
33242,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26455,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.01298701099995,29.390202093000028
33394,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26514,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.096833283999956,29.338205109000057
33482,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26417,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0232855749999317,29.405565229000047
33542,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26501,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.10290681999993,29.334881882000047
33549,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26458,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.015967416999956,29.388297101000035
33565,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26407,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9853591169999731,29.365360950000024
33660,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26508,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.101925248999976,29.330982422000034
33956,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26449,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0082295359999307,29.387552783000046
34087,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26513,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.096786806999944,29.347134828000037
34121,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26427,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0234832419999407,29.40442929900007
34233,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26426,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.025215995999929,29.403451505000078
34328,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26478,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0195613839999282,29.366251478000038
34342,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26464,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9976272619999804,29.38551852200004
34382,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26505,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.103100405999953,29.330222543000048
34394,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26490,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1027222249999795,29.350274626000044
34459,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26474,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9790492519999248,29.41420436100003
34713,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26438,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.022233941999957,29.39981892800006
34748,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26431,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.021662388999971,29.417185979000067
34791,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26452,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0122935709999297,29.389485697000055
34890,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26429,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.024284401999978,29.408923772000037
34894,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26526,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7181612879999761,29.29422022400007
34963,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26496,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1052303779999306,29.333508858000073
35008,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26468,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0427871029999665,29.38054127500004
35092,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26422,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.025900672999967,29.405139512000062
35109,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26439,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0222024239999428,29.398819136000043
35246,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26534,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,2023-04-20,"2023-05-13, 2023-05-15",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.7249115629999778,29.287930652000057
35381,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26461,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0141946659999803,29.38742909800004
35424,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26446,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0098991479999313,29.382884570000044
35488,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26413,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-1.9707288389999462,29.358789272000024
35492,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26509,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1006968059999735,29.330615760000057
35606,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26510,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0991063059999533,29.33047144300008
35777,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26485,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-03-25, 2023-04-07, 2023-04-10, 2023-04-25","2023-05-10, 2023-05-14, 2023-05-16",Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.0137314359999436,29.367973599000038
35825,Floodlist,https://floodlist.com/africa/rwanda-floods-may-2023,26497,1682985600000,,"Manual inventory of landslides in Rwanda, 2023-05-02","In early May, torrential rainfall triggered flooding and landslides in many parts of Rwanda",,Landslide,Downpour,,,Manual,PlanetScope,"2023-04-03, 2023-04-27",2023-05-08,Rwanda,RW,"Soobitsky, R., 2023, Manual inventory of landslides in Rwanda, 2023-05-02. NASA GSFC. Juang CS, Stanley TA, and Kirschbaum DB. (2019). Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR). PLOS ONE. 14(7): e0218657. doi: 1371/journal.pone.0218657.",-2.1039973529999543,29.335569133000035
